k,inertia,sil,seed
20,414.54218774673654,0.30675118649145194,808
21,402.6575646212779,0.2956822588190433,808
22,390.4650461456688,0.2996097636765148,808
23,381.98886799270036,0.29359591910058075,808
24,372.0069982971275,0.28886077009052874,808
25,363.9149521179606,0.2836746409407012,808
26,356.64166630948307,0.2814302810308971,808
27,351.2729353855725,0.26901271097214435,808
28,344.5533805290102,0.273531522953104,808
29,339.2200704951252,0.259181233775747,808
30,332.9740302318323,0.27532954592471165,808
31,326.918551041446,0.25769352248155153,808
32,321.49105574450454,0.2539661976139674,808
33,317.78029720829244,0.25744117805296785,808
34,313.52049908554,0.24504663895080067,808
35,309.66252124186474,0.2501575927861271,808
36,304.06775778937674,0.23192326254358542,808
37,299.6142743340052,0.23718786278459972,808
38,296.3190302075959,0.2275776591527702,808
39,292.02522663683254,0.23284827421977547,808
40,288.53153647436613,0.24192380279240447,808
41,285.02233878736695,0.22700201432356795,808
42,281.48814823932196,0.231486727042474,808
43,278.15616839072027,0.22494987906930153,808
44,274.15126775115704,0.22727189220659227,808
45,270.42837584170366,0.22377874560341057,808
46,267.1375559228816,0.22215633377562033,808
47,266.05573592775477,0.22262491652954333,808
48,262.41733409565336,0.22518665878501892,808
49,259.12763919926635,0.21721744213608543,808
50,257.1855211958601,0.21984868716349734,808
51,254.6129083333033,0.21582597321098304,808
52,252.30658210208696,0.21467083411624296,808
53,250.24171670682404,0.22253758765809037,808
54,246.90167842443077,0.22411835547901954,808
55,243.4557628790035,0.21398807291276317,808
56,242.4096539356005,0.21578567114018588,808
57,240.24103051900983,0.21043430272562486,808
58,237.20946922313698,0.21193098853207046,808
59,235.4440283561931,0.21237499814205152,808
60,233.6672267604395,0.21423789898042203,808
61,231.48811066020818,0.21653119302858562,808
62,229.15011980165795,0.21316786480234573,808
63,228.4226307076378,0.20928734342008312,808
64,225.61103441082088,0.20758968427438557,808
65,224.45057097991148,0.21009555799288868,808
66,222.52145522764712,0.2035475862199654,808
67,220.5067788461321,0.20901867430410775,808
68,218.63193209895843,0.20974083694303453,808
69,217.28727438265906,0.2120504981307743,808
70,214.61198020620805,0.2054138589639867,808
71,213.9296630563431,0.2100008787327281,808
72,211.77583355001116,0.20634214573597784,808
73,210.55269877070043,0.20275215184807055,808
74,209.00660513077753,0.20940503419647274,808
75,206.85617577691002,0.2091061196004804,808
76,206.4474789194947,0.21188287708498815,808
77,205.67183909242954,0.20888870077782845,808
78,203.23933315261476,0.20857973987902034,808
79,202.1610332422919,0.19943522748808976,808
80,200.8913090221607,0.20261919389469507,808
81,198.93154466474255,0.20723801040090375,808
82,198.02166737604745,0.20571192971899938,808
83,197.72918115754845,0.20247162293412854,808
84,196.12088779051314,0.20531384757833626,808
85,195.4117992882189,0.2028240409645932,808
86,194.0561280070843,0.1980241757514241,808
87,191.9836120827266,0.2076495315783613,808
88,190.57028682303599,0.2047428182316766,808
89,190.67514405895813,0.2016430226480191,808
90,188.9064695767867,0.20555202488788563,808
91,187.28613100453134,0.20580437940193333,808
92,186.20681227606167,0.20596417864770147,808
93,185.98792767611292,0.20318167448012814,808
94,184.21429525054157,0.20259213727277972,808
95,182.94025384703698,0.20325155085424657,808
96,182.6126472325139,0.203237521545396,808
97,181.63876309108926,0.20598629713349598,808
98,180.42875920075682,0.19828065242031556,808
99,179.66447118143617,0.20173059513314798,808
100,178.60300308340297,0.2029696093541481,808
20,414.4718039405947,0.3016914621464025,5678
21,402.0033318116729,0.30092676924541323,5678
22,391.8630483450459,0.2907876184477191,5678
23,381.5651478123973,0.29256547885724726,5678
24,372.26948870143616,0.2865629607573145,5678
25,364.0092091013613,0.28462837711024797,5678
26,359.97199008334337,0.2664893802796118,5678
27,350.1665029252929,0.2733490312027407,5678
28,343.3913361017815,0.2726679155976809,5678
29,340.22337842957387,0.25612768105859657,5678
30,334.8673070906039,0.26997855586901554,5678
31,327.4305889202587,0.26038300382834584,5678
32,322.4047946514176,0.2482284336386905,5678
33,317.47308053223037,0.24495188120973477,5678
34,313.2326243434352,0.25701165450960706,5678
35,309.14358432390094,0.24198069070086256,5678
36,303.8978500151321,0.23275903058988173,5678
37,299.6146365380784,0.23359697122728104,5678
38,294.461707120235,0.23384441841449088,5678
39,292.5324853328976,0.23444084271936527,5678
40,287.80079229905743,0.23012467606167758,5678
41,285.2103496322875,0.2177161911577473,5678
42,281.5853917387453,0.23018581477169295,5678
43,278.0394013033192,0.2299470508997852,5678
44,275.0390969984828,0.2177359464785312,5678
45,271.6441852699445,0.21896606073868888,5678
46,268.61837799360273,0.21895422041008467,5678
47,265.00745216668577,0.22440942552887844,5678
48,261.164453742083,0.2330408538935046,5678
49,259.67034910534284,0.21878957539044244,5678
50,257.45176107145505,0.21535195933369097,5678
51,255.45605558112675,0.21541135948772336,5678
52,252.20816327360887,0.21739355708166014,5678
53,248.56703418170426,0.21638133275356947,5678
54,246.07962384857998,0.21919443345587822,5678
55,243.72093687836684,0.2159350030449456,5678
56,242.4667811484959,0.215720124363208,5678
57,238.70703158652415,0.21553450611582858,5678
58,237.58062290159995,0.213043603583745,5678
59,235.0322940031321,0.2150347217818311,5678
60,234.16192818741607,0.21185141387612025,5678
61,232.4953874441268,0.2088787820744297,5678
62,230.02070277296963,0.21211458532141067,5678
63,228.20509208040025,0.21460877605964845,5678
64,226.3430738708944,0.2096806367345239,5678
65,224.20942822391538,0.2059812255802648,5678
66,223.1645637995217,0.20778062490597815,5678
67,220.80304281976464,0.2089393650353541,5678
68,219.3741348226272,0.20345110910676747,5678
69,217.45114836581138,0.2090710944558996,5678
70,215.33939673181123,0.21300502350894363,5678
71,213.78698972163508,0.2115306366451282,5678
72,211.90906342177087,0.20685733909911658,5678
73,211.09290102537074,0.2077884401040039,5678
74,209.72303556987566,0.2066372214488435,5678
75,207.98894399516956,0.20366870285898378,5678
76,206.64968268775198,0.20163363457569503,5678
77,205.2955353547879,0.20786774452195672,5678
78,203.9546118738508,0.20513266303758532,5678
79,201.93452989519503,0.20644584000615726,5678
80,200.6627954340232,0.2065872802714946,5678
81,199.3970496266537,0.2053413867288614,5678
82,197.96610225705493,0.2044654603150341,5678
83,197.65892746104092,0.20409298429863362,5678
84,196.33372425890278,0.20629057043898527,5678
85,194.7618981207412,0.20478974764421398,5678
86,192.637763477359,0.20552452348549582,5678
87,192.31949243962998,0.20627244842578382,5678
88,191.30614950920145,0.20129771617163458,5678
89,189.85856062082496,0.20660472817849776,5678
90,188.776297385936,0.2040725970493073,5678
91,187.6508244920993,0.20708752153609158,5678
92,184.9817298927804,0.20815952587059405,5678
93,185.51711944120373,0.2005791630832821,5678
94,184.6132357917924,0.20344630128298002,5678
95,183.79578138319374,0.20229297739709765,5678
96,182.41431573440045,0.20229935734488455,5678
97,181.23424292712338,0.20068353971379244,5678
98,180.37270952597697,0.2006296821813764,5678
99,179.39338913545862,0.20065617743678515,5678
100,178.31158703757242,0.2023925489860666,5678
20,414.6319256945275,0.30503707953698495,1234
21,401.96642166353854,0.29629754849982665,1234
22,390.1919123988526,0.29798780222503085,1234
23,380.6569607320287,0.2929225991643539,1234
24,373.50921851514704,0.2830280318721199,1234
25,364.98937282674285,0.2866980443148012,1234
26,356.6619375726182,0.27884648784671945,1234
27,352.29996752941753,0.28175959838727627,1234
28,345.10944847627695,0.26497066535194114,1234
29,338.1223823966593,0.27169069298478193,1234
30,333.05393631364564,0.2713968927880553,1234
31,328.65981372001,0.2663971353334633,1234
32,323.8130996445072,0.2535104233903952,1234
33,318.41570791223245,0.2431232284520411,1234
34,311.55374865595434,0.2622529143481927,1234
35,308.7903361631766,0.2527719871067786,1234
36,303.4420515997866,0.23528468675464712,1234
37,298.9981558764037,0.22800324754805457,1234
38,295.28560055863966,0.2274551972224615,1234
39,291.59624814010283,0.22904022857207515,1234
40,287.76273201011406,0.23560085041215315,1234
41,285.69945524772305,0.23416279184129798,1234
42,280.1890033959146,0.22666916342642046,1234
43,277.7297886346703,0.2253851197465801,1234
44,274.67289628520774,0.22737592345338262,1234
45,271.35811668549565,0.2216734219165969,1234
46,267.0933374753726,0.2167877021068549,1234
47,264.9911789928274,0.21835205538644342,1234
48,263.0065822852145,0.22440341888468066,1234
49,260.2712272641711,0.2155216952620244,1234
50,256.9858468478562,0.2118344149018419,1234
51,255.11175077689947,0.21678695319749602,1234
52,250.97414179243447,0.21898604616853942,1234
53,248.80893429402084,0.2145970633385763,1234
54,245.3027747572951,0.21399852100492794,1234
55,243.34550283713932,0.21395709246410916,1234
56,242.79794713796505,0.20916857182551538,1234
57,240.18216132857174,0.21574520063226296,1234
58,238.0249831456374,0.21249532411544753,1234
59,236.39283860281904,0.22335169171014463,1234
60,232.96735628400424,0.21139386863360313,1234
61,232.38574762339053,0.20866303413741244,1234
62,230.00373728041794,0.21268892826126803,1234
63,228.15570041216142,0.21291937127775598,1234
64,226.43472693012185,0.21004179018133354,1234
65,224.6440882266903,0.20928939738253366,1234
66,221.97987825128163,0.2109745937033129,1234
67,219.928627509646,0.2070604565661953,1234
68,219.0140165992201,0.20932029602286165,1234
69,217.03337705433302,0.21109696910466308,1234
70,215.46114428888558,0.20132690981999599,1234
71,213.57434729008384,0.20470690786824303,1234
72,212.82585353839167,0.20659856370972654,1234
73,211.6099868156923,0.20695917692788007,1234
74,208.4349767108888,0.20611187203864506,1234
75,207.9853021522503,0.2091737326597716,1234
76,205.5760849863491,0.20412194947618822,1234
77,205.3304752308002,0.20369358910266663,1234
78,204.65472163359647,0.20438088736325055,1234
79,201.31056774293103,0.2065187376700519,1234
80,200.70933456081005,0.2021282043223026,1234
81,199.03177279506474,0.20848962650228445,1234
82,198.08213101490006,0.1983932693832734,1234
83,197.31001656295263,0.2057957953551604,1234
84,196.05482288953698,0.205369816268712,1234
85,194.13863857137738,0.20154484282747262,1234
86,193.39429166489884,0.2086591008506345,1234
87,190.74454202163352,0.20801131801722042,1234
88,191.0153165048497,0.2024184381109998,1234
89,189.44050057872693,0.20493920943934746,1234
90,188.8079313420057,0.20213136993850805,1234
91,188.04617198264788,0.2099468604818469,1234
92,186.37501722711116,0.20284509228376174,1234
93,185.9601553567344,0.19777983971854832,1234
94,184.49206028683875,0.20668012901663782,1234
95,182.91198996903182,0.20143785093136593,1234
96,181.98729195334,0.20102905542756716,1234
97,180.82366883370523,0.20696171798996021,1234
98,180.83952943751098,0.20280639608256104,1234
99,179.779916952412,0.20566530589353244,1234
100,178.89959153812003,0.2016980931633584,1234
20,414.45536933487773,0.3014870249672783,121234
21,402.01039356411405,0.29998175490121887,121234
22,390.3792401933727,0.2996818154444847,121234
23,381.6335176834374,0.29072193522348916,121234
24,372.2301265616376,0.2896298104152933,121234
25,365.0626219724393,0.292770295126272,121234
26,356.907294932361,0.2722505986793435,121234
27,350.62589259659785,0.28531351446850695,121234
28,343.7247048870367,0.27236349826190054,121234
29,338.4136986408443,0.2602020742110407,121234
30,333.3299700065652,0.2670625480727216,121234
31,327.8825810807441,0.2587332022733597,121234
32,322.18291253794456,0.25966605041321533,121234
33,318.32084435034665,0.2592955939779307,121234
34,312.60597489916427,0.26549793608730854,121234
35,309.30211574270186,0.2485802844950452,121234
36,304.25169961487296,0.2349749931388264,121234
37,299.8862261310491,0.2260605849968369,121234
38,294.83783685020484,0.23595584953468968,121234
39,291.3739003055404,0.2334209316652984,121234
40,286.60978865278867,0.23178332350654937,121234
41,283.74104867047504,0.23121326430305275,121234
42,281.04017895829514,0.22216824640676586,121234
43,277.8460203375012,0.23012859909558223,121234
44,276.03477885403527,0.23288845169789335,121234
